Field,RA,DEC,ZP_u,ZP_J0378,ZP_J0395,ZP_J0410,ZP_J0430,ZP_g,ZP_J0515,ZP_r,ZP_J0660,ZP_i,ZP_J0861,ZP_z,u_FWHM,J0378_FWHM,J0395_FWHM,J0410_FWHM,J0430_FWHM,g_FWHM,J0515_FWHM,r_FWHM,J0660_FWHM,i_FWHM,J0861_FWHM,z_FWHM,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-d510,131.83,-56.68,20.724,19.922,19.831,20.946,21.079,23.471,21.412,23.533,21.042,23.329,21.6,22.78,2.337,2.098,1.876,1.893,1.887,1.718,2.123,1.72,1.997,1.8,1.524,2.057,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0,58595.0
SPLUS-d511,134.37,-56.68,20.647,19.85,19.758,20.845,20.985,23.378,21.34,23.424,20.969,23.216,21.529,22.588,1.948,1.722,1.751,1.673,1.518,1.568,1.521,1.653,1.899,1.35,1.479,1.297,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0,58566.0
SPLUS-d517,134.02,-58.01,20.629,19.855,19.752,20.893,21.053,23.488,21.424,23.523,21.034,23.321,21.59,22.766,1.995,1.875,1.93,1.975,1.73,1.726,1.67,2.026,1.833,1.537,1.367,1.373,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0,58591.0
SPLUS-d522,132.63,-59.33,20.715,19.913,19.822,20.972,21.111,23.511,21.465,23.556,21.066,23.343,21.618,22.787,1.59,1.457,1.387,1.372,1.602,1.931,1.722,1.763,1.545,1.479,1.448,1.508,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0,58594.0
SPLUS-n01s01,150.79,0.0,20.798,20.017,20.004,21.063,21.226,23.552,21.495,23.5,21.014,23.296,21.565,22.706,1.618,1.505,1.32,1.334,1.214,1.368,1.212,1.274,1.403,1.144,1.134,1.046,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0,58242.0
SPLUS-n01s18,173.89,0.0,20.619,19.889,19.925,20.951,21.085,23.456,21.401,23.496,21.029,23.305,21.597,22.715,2.016,1.876,1.924,1.777,1.89,1.702,1.716,1.621,1.776,1.533,1.451,1.441,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0
SPLUS-n01s19,175.25,0.0,20.704,19.937,19.959,20.985,21.129,23.487,21.429,23.512,21.041,23.305,21.593,22.721,1.775,1.523,1.495,1.343,1.38,1.386,1.322,1.303,1.832,1.123,1.154,1.089,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0
SPLUS-n01s20,176.6,0.0,20.764,19.987,20.017,21.009,21.121,23.485,21.423,23.487,21.018,23.293,21.581,22.722,3.248,2.954,2.785,2.852,2.697,2.513,2.708,2.626,2.332,2.331,1.864,1.926,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0
SPLUS-n01s21,177.96,0.0,20.743,19.945,19.949,20.97,21.102,23.464,21.421,23.5,21.013,23.302,21.581,22.729,1.691,1.63,1.518,1.725,1.864,1.705,1.726,1.61,1.85,1.427,1.626,1.256,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0
SPLUS-n01s22,179.32,0.0,20.663,19.848,19.855,20.875,21.018,23.399,21.35,23.446,20.963,23.258,21.555,22.647,2.276,2.026,1.951,1.954,2.002,2.296,2.128,1.909,1.986,1.723,1.862,1.556,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0
SPLUS-n01s23,180.68,0.0,20.785,19.999,20.024,21.013,21.163,23.505,21.454,23.503,21.018,23.306,21.584,22.725,2.548,2.302,2.34,2.38,2.355,2.206,2.383,2.337,2.48,2.054,1.983,1.964,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0,58576.0
SPLUS-n01s24,182.04,0.0,20.757,19.971,19.975,20.983,21.11,23.462,21.402,23.493,21.018,23.292,21.579,22.699,1.87,1.848,1.676,1.613,1.76,1.634,1.504,1.477,1.458,1.499,1.425,1.622,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0
SPLUS-n01s25,183.4,0.0,20.761,19.972,19.998,21.007,21.124,23.477,21.419,23.497,21.003,23.297,21.585,22.705,2.061,1.98,2.048,2.072,2.099,2.018,2.046,1.835,1.84,1.675,1.628,1.691,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0
SPLUS-n01s26,184.75,0.0,20.752,19.965,19.971,20.987,21.123,23.488,21.43,23.506,21.023,23.314,21.588,22.736,1.578,1.507,1.505,1.479,1.411,1.395,1.301,1.321,1.411,1.21,1.179,1.164,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0
SPLUS-n01s27,186.11,0.0,20.675,19.951,19.937,20.885,21.05,23.409,21.349,23.496,21.016,23.324,21.604,22.761,2.066,1.873,1.98,1.918,1.728,1.606,1.613,1.569,1.649,1.547,1.644,1.676,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0
SPLUS-n01s28,187.47,0.0,20.735,19.964,19.967,20.966,21.099,23.437,21.377,23.473,20.985,23.27,21.549,22.693,2.054,1.855,1.746,1.866,1.785,1.664,1.725,1.711,1.888,1.594,1.536,1.423,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0
SPLUS-n01s37,199.7,0.0,20.814,20.016,20.013,21.029,21.137,23.506,21.45,23.55,21.066,23.358,21.624,22.801,1.706,1.59,1.635,2.222,1.65,1.528,1.426,1.387,1.748,1.616,1.771,1.733,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0
SPLUS-n01s38,201.06,0.0,20.798,19.994,19.964,20.99,21.126,23.476,21.43,23.531,21.057,23.351,21.622,22.805,1.65,1.84,1.782,2.004,2.032,2.072,1.799,1.695,1.461,1.831,1.412,1.993,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0
SPLUS-n02n01,150.79,1.36,20.725,19.951,19.976,21.001,21.134,23.492,21.431,23.511,21.031,23.31,21.589,22.724,1.727,1.443,1.374,1.333,1.333,1.344,1.294,1.21,1.255,1.143,1.094,1.105,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0
SPLUS-n02n18,173.89,1.36,20.682,19.944,19.99,20.998,21.137,23.497,21.434,23.517,21.042,23.313,21.594,22.731,2.305,2.22,2.334,2.036,1.864,1.965,1.885,1.884,1.938,1.512,1.383,1.412,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0
SPLUS-n02n19,175.25,1.36,20.559,19.791,19.807,20.802,20.91,23.278,21.216,23.397,20.951,23.249,21.553,22.661,1.831,1.653,1.431,1.366,1.415,1.374,1.409,1.286,1.502,1.216,1.144,1.2,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0
SPLUS-n02n20,176.6,1.36,20.766,19.969,20.002,21.011,21.139,23.497,21.445,23.525,21.035,23.32,21.588,22.746,2.055,1.844,1.684,1.626,1.562,1.413,1.435,1.438,1.389,1.183,1.163,1.106,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0,58582.0
SPLUS-n02n21,177.96,1.36,20.565,19.782,19.754,20.73,20.85,23.22,21.184,23.366,20.913,23.231,21.537,22.649,2.202,1.813,1.784,1.885,1.762,1.938,1.815,1.896,1.922,1.642,1.684,1.49,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0
SPLUS-n02n22,179.32,1.36,20.748,19.96,19.962,20.965,21.092,23.451,21.4,23.493,21.012,23.304,21.578,22.722,1.875,1.413,1.352,1.318,1.24,1.346,1.248,1.402,1.434,1.355,1.096,1.166,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0
SPLUS-n02n23,180.68,1.36,20.69,19.911,19.912,20.92,21.057,23.429,21.378,23.474,20.991,23.275,21.561,22.676,1.598,1.32,1.288,1.229,1.205,1.236,1.209,1.18,1.28,1.081,1.064,1.027,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0
SPLUS-n02n24,182.04,1.36,20.592,19.828,19.846,20.84,20.95,23.311,21.253,23.427,20.958,23.262,21.555,22.678,1.886,1.544,1.418,1.323,1.545,1.451,1.337,1.285,1.395,1.185,1.32,1.239,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0,58579.0
SPLUS-n02n25,183.4,1.36,20.696,19.928,19.944,20.937,21.084,23.451,21.403,23.49,21.018,23.304,21.578,22.726,1.609,1.531,1.604,1.847,1.617,1.483,1.375,1.745,1.744,1.558,1.453,1.636,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0
SPLUS-n02n26,184.75,1.36,20.682,19.912,19.897,20.91,21.039,23.412,21.373,23.471,20.993,23.285,21.576,22.701,1.767,1.8,1.832,1.878,1.663,1.966,1.834,1.903,2.054,1.449,1.731,1.346,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0
SPLUS-n02n27,186.11,1.36,20.711,19.94,19.929,20.926,21.053,23.412,21.365,23.471,20.996,23.286,21.577,22.702,1.713,1.64,1.413,1.379,1.354,1.432,1.37,1.451,1.515,1.263,1.206,1.231,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0
SPLUS-n02n28,187.47,1.36,20.718,19.936,19.951,20.951,21.083,23.448,21.404,23.497,21.016,23.311,21.59,22.738,1.864,1.887,1.743,1.67,1.675,1.708,1.576,1.532,1.461,1.469,1.396,1.589,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0
SPLUS-n02n44,209.21,1.36,20.754,19.942,19.928,20.968,21.109,23.481,21.434,23.525,21.034,23.332,21.601,22.761,1.456,1.501,1.439,1.472,1.436,1.551,1.434,1.449,1.523,1.313,1.296,1.292,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0
SPLUS-n02s18,173.89,-1.36,20.702,19.956,19.985,20.985,21.122,23.472,21.425,23.513,21.04,23.323,21.599,22.744,2.557,2.317,2.203,2.133,2.104,2.028,2.357,1.858,1.738,1.899,1.832,1.893,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0,58554.0
SPLUS-n02s19,175.25,-1.36,20.723,19.973,20.013,21.001,21.129,23.485,21.43,23.516,21.038,23.315,21.598,22.73,2.048,1.838,1.698,1.664,1.737,1.577,1.561,1.461,1.445,1.251,1.179,1.213,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0
SPLUS-n02s20,176.6,-1.36,20.726,19.975,20.012,21.018,21.154,23.492,21.434,23.513,21.029,23.317,21.607,22.733,1.545,1.379,1.248,1.227,1.353,1.19,1.136,1.142,1.107,1.035,1.559,1.029,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0,58568.0
SPLUS-n02s21,177.96,-1.36,20.725,19.966,19.994,20.988,21.127,23.492,21.427,23.503,21.027,23.292,21.583,22.693,2.27,2.157,2.173,1.914,1.871,1.843,1.896,1.753,1.93,1.538,1.492,1.423,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0,58575.0
SPLUS-n02s22,179.32,-1.36,20.736,19.979,19.984,20.987,21.112,23.458,21.405,23.502,21.015,23.301,21.585,22.725,2.095,1.794,1.563,1.647,1.521,1.482,1.447,1.563,1.371,1.292,1.22,1.243,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0,58581.0
SPLUS-n02s23,180.68,-1.36,20.741,19.996,19.97,20.988,21.108,23.472,21.419,23.498,21.013,23.289,21.577,22.69,1.487,1.5,1.239,1.38,1.132,1.133,1.089,1.049,1.071,1.027,1.056,1.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0,58580.0
SPLUS-n02s24,182.04,-1.36,20.624,19.845,19.856,20.848,20.949,23.313,21.254,23.424,20.973,23.263,21.559,22.684,1.754,1.912,1.599,1.548,1.518,1.413,1.39,1.368,1.384,1.503,1.299,1.424,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0,58578.0
SPLUS-n02s25,183.4,-1.36,20.771,19.977,20.004,21.014,21.142,23.493,21.443,23.515,21.035,23.319,21.594,22.744,1.472,1.375,1.311,1.317,1.245,1.234,1.285,1.213,1.382,1.168,1.179,1.169,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0,58570.0
SPLUS-n02s26,184.75,-1.36,20.748,19.965,19.97,20.965,21.096,23.456,21.394,23.498,21.017,23.3,21.583,22.711,1.624,1.573,1.534,1.566,1.514,1.587,1.412,1.584,1.408,1.258,1.199,1.254,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0
SPLUS-n02s27,186.11,-1.36,20.761,19.976,19.97,20.975,21.106,23.454,21.407,23.486,21.01,23.287,21.566,22.725,1.567,1.561,1.592,1.658,1.604,1.632,1.689,1.632,1.833,1.389,1.559,1.267,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0
SPLUS-n02s28,187.47,-1.36,20.798,20.001,20.013,21.023,21.145,23.493,21.438,23.517,21.038,23.315,21.598,22.728,2.051,1.627,1.437,1.419,1.434,1.582,1.393,1.428,1.323,1.202,1.101,1.213,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0
SPLUS-n02s37,199.7,-1.36,20.781,19.982,19.979,20.997,21.122,23.492,21.445,23.541,21.055,23.356,21.624,22.809,1.388,1.304,1.197,1.154,1.148,1.211,1.132,1.111,1.102,1.073,1.07,1.145,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0
SPLUS-n02s38,201.06,-1.36,20.798,19.998,20.002,21.025,21.153,23.514,21.462,23.551,21.067,23.357,21.645,22.802,1.4,1.339,1.284,1.226,1.507,1.514,1.383,1.316,1.233,1.457,1.728,1.462,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0,58584.0
SPLUS-n02s44,209.21,-1.36,20.746,19.952,19.909,20.912,21.02,23.407,21.368,23.495,21.01,23.31,21.595,22.734,2.676,2.522,2.49,2.759,2.519,2.747,2.713,2.838,2.969,2.559,2.689,2.294,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0,58660.0
SPLUS-n03n01,150.79,2.72,20.758,19.986,20.011,21.013,21.138,23.518,21.459,23.549,21.073,23.353,21.626,22.788,1.606,1.779,1.768,1.929,1.736,1.661,1.435,1.711,1.831,1.611,1.556,1.534,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0,58583.0
SPLUS-n03s18,173.89,-2.72,20.685,19.947,19.969,20.991,21.128,23.494,21.434,23.516,21.041,23.314,21.591,22.726,1.821,1.637,1.464,1.423,1.343,1.258,1.25,1.242,1.251,1.111,1.07,1.086,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0
SPLUS-n03s19,175.25,-2.72,20.662,19.929,19.944,20.947,21.074,23.436,21.372,23.5,21.011,23.312,21.581,22.765,2.382,2.456,2.216,2.225,2.122,2.054,2.264,1.788,1.834,1.725,1.971,1.841,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0
SPLUS-n03s20,176.6,-2.72,20.638,19.909,19.928,20.923,21.033,23.402,21.315,23.477,21.014,23.307,21.59,22.737,1.797,1.679,1.859,1.892,2.274,1.778,1.825,1.8,1.778,1.762,1.775,1.882,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0,58551.0
SPLUS-n03s21,177.96,-2.72,20.775,19.99,20.005,21.001,21.13,23.465,21.414,23.487,21.009,23.287,21.559,22.714,1.937,1.797,1.448,1.448,1.407,1.347,1.479,1.323,1.423,1.224,1.225,1.119,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0
SPLUS-n03s22,179.32,-2.72,20.705,19.949,19.955,20.988,21.115,23.47,21.405,23.497,21.02,23.303,21.584,22.709,1.822,1.863,2.283,2.339,2.02,1.946,1.944,1.735,1.774,1.682,1.591,1.653,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0,58574.0
SPLUS-n03s23,180.68,-2.72,20.826,20.035,20.043,21.029,21.153,23.499,21.435,23.525,21.042,23.32,21.601,22.741,1.571,1.402,1.317,1.306,1.265,1.316,1.229,1.244,1.42,1.112,1.169,1.122,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0
SPLUS-n03s24,182.04,-2.72,20.823,19.992,20.018,21.042,21.161,23.509,21.447,23.528,21.04,23.32,21.599,22.74,1.487,1.491,1.492,1.625,1.303,1.28,1.235,1.214,1.297,1.211,1.244,1.21,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0,58555.0
SPLUS-n03s25,183.4,-2.72,20.799,20.01,20.011,21.027,21.142,23.497,21.421,23.505,21.026,23.298,21.569,22.73,1.895,1.86,1.422,1.389,1.324,1.441,1.355,1.343,1.243,1.194,1.055,1.122,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0,58548.0
SPLUS-n03s26,184.75,-2.72,20.749,19.982,19.977,20.975,21.099,23.444,21.39,23.478,20.996,23.274,21.557,22.7,1.667,1.582,1.606,1.546,1.445,1.484,1.374,1.322,1.242,1.287,1.174,1.29,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0,58547.0
SPLUS-n03s27,186.11,-2.72,20.773,19.99,19.973,20.989,21.112,23.468,21.405,23.501,21.028,23.305,21.583,22.722,1.977,2.026,1.703,1.744,1.701,1.794,1.545,1.469,1.601,1.3,1.397,1.377,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0,58557.0
SPLUS-n03s28,187.47,-2.72,20.756,19.973,19.997,20.985,21.111,23.461,21.397,23.484,20.998,23.273,21.557,22.685,1.569,1.611,1.718,1.726,1.608,1.495,1.487,1.345,1.316,1.372,1.311,1.389,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0,58546.0
SPLUS-n03s43,207.85,-2.72,20.84,20.021,20.034,21.027,21.156,23.522,21.472,23.538,21.054,23.337,21.61,22.774,1.584,1.292,1.27,1.268,1.239,1.255,1.168,1.147,1.22,1.118,1.111,1.212,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0
SPLUS-n03s44,209.21,-2.72,20.723,19.915,19.895,20.935,21.065,23.449,21.418,23.499,21.021,23.315,21.59,22.761,1.321,1.33,1.428,1.32,1.469,1.521,1.36,1.285,1.317,1.216,1.17,1.189,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0,58608.0
SPLUS-n04n01,150.79,4.07,20.649,19.889,19.806,20.934,21.006,23.328,21.238,23.416,20.897,23.302,21.561,22.652,1.931,1.539,1.435,1.478,1.727,1.349,1.382,1.443,1.415,1.224,1.102,1.121,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0,58569.0
SPLUS-n04s01,150.79,-4.07,19.786,19.014,19.023,19.99,20.094,22.493,20.437,22.595,20.137,22.453,20.714,21.91,2.013,1.923,1.776,1.658,1.593,1.561,1.651,1.451,1.497,1.259,1.302,1.23,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0,59228.0
SPLUS-n04s02,152.15,-4.07,19.785,19.029,19.019,19.995,20.103,22.497,20.446,22.609,20.149,22.46,20.727,21.9,2.048,2.135,2.188,2.191,1.828,1.678,1.61,1.853,1.8,1.614,1.421,1.667,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0,59229.0
SPLUS-n04s41,205.13,-4.07,20.72,19.922,19.907,20.903,21.039,23.426,21.393,23.505,21.027,23.335,21.608,22.773,1.836,1.813,1.746,1.606,1.707,1.752,1.836,1.728,1.899,1.46,1.762,1.231,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0,58667.0
SPLUS-n04s42,206.49,-4.07,20.718,19.911,19.92,20.94,21.068,23.458,21.424,23.521,21.04,23.321,21.618,22.741,2.217,2.12,2.163,2.244,2.057,2.397,2.273,2.277,2.591,2.148,2.159,2.011,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0,58657.0
SPLUS-n04s43,207.85,-4.07,20.706,19.919,19.903,20.91,21.05,23.434,21.391,23.491,21.017,23.315,21.599,22.746,2.075,1.768,1.612,1.594,1.712,2.099,1.86,2.02,2.691,1.904,2.464,1.784,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0,58612.0
SPLUS-n04s44,209.21,-4.07,20.735,19.94,19.942,20.947,21.086,23.464,21.418,23.502,21.03,23.323,21.599,22.756,1.723,1.59,2.011,2.097,1.728,1.762,1.57,1.719,2.136,2.131,2.049,1.926,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0,58604.0
SPLUS-n05n50,216.82,5.43,20.776,19.96,19.955,20.976,21.103,23.48,21.43,23.53,21.057,23.351,21.624,22.788,1.804,1.309,1.177,1.184,1.148,1.178,1.124,1.198,1.396,1.124,1.245,1.116,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0,58670.0
SPLUS-n05n53,220.91,5.43,20.739,19.935,19.913,20.916,21.033,23.439,21.399,23.504,21.03,23.325,21.605,22.76,3.453,3.218,3.119,3.061,2.961,3.217,3.089,3.339,3.278,2.919,3.056,2.699,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0
SPLUS-n05n54,222.27,5.43,20.73,19.928,19.913,20.936,21.062,23.464,21.417,23.513,21.038,23.324,21.605,22.741,2.354,2.023,1.722,1.679,1.619,1.861,1.819,1.856,1.854,1.574,1.531,1.378,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0
SPLUS-n05n55,223.64,5.43,20.718,19.922,19.932,20.928,21.069,23.461,21.421,23.509,21.041,23.349,21.61,22.825,2.569,2.453,2.723,2.454,2.501,2.465,2.396,2.457,2.783,2.289,2.457,2.429,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0
SPLUS-n05s01,150.0,-5.43,20.815,20.007,20.008,21.017,21.145,23.48,21.408,23.498,21.019,23.297,21.567,22.738,2.111,1.525,1.395,1.351,1.348,1.37,1.312,1.32,1.247,1.104,1.161,1.086,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0,58549.0
SPLUS-n05s02,151.36,-5.43,20.716,19.959,19.981,20.995,21.131,23.482,21.423,23.515,21.037,23.316,21.597,22.729,1.921,1.717,1.619,1.492,1.535,1.488,1.499,1.473,1.458,1.228,1.194,1.155,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0,58556.0
SPLUS-n05s03,152.73,-5.43,20.823,20.031,20.049,21.046,21.166,23.518,21.455,23.534,21.058,23.333,21.608,22.767,1.739,1.704,1.364,1.427,1.297,1.283,1.231,1.286,1.344,1.104,1.143,1.063,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0
SPLUS-n05s43,207.27,-5.43,20.75,19.938,19.775,20.75,20.735,23.321,21.083,23.347,20.985,23.21,21.6,22.664,1.721,1.672,1.612,1.615,1.665,1.637,1.69,1.568,1.82,1.26,1.601,1.277,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0,58605.0
SPLUS-n05s44,208.64,-5.43,20.754,19.97,19.936,20.964,21.097,23.454,21.412,23.502,21.021,23.316,21.592,22.741,1.524,1.416,1.399,1.356,1.344,1.433,1.303,1.333,1.469,1.214,1.138,1.137,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0,58601.0
SPLUS-n05s45,210.0,-5.43,20.947,20.121,20.106,21.155,21.282,23.623,21.57,23.589,21.106,23.379,21.641,22.81,1.855,1.445,1.612,1.721,1.436,1.561,1.559,1.599,1.627,1.428,1.288,1.195,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0,58312.0
SPLUS-n06s01,150.0,-6.78,20.747,19.995,20.023,21.026,21.157,23.513,21.451,23.538,21.059,23.333,21.608,22.763,2.293,1.768,1.523,1.441,1.416,1.431,1.416,1.431,1.333,1.273,1.111,1.111,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0,58550.0
SPLUS-n06s02,151.36,-6.78,20.684,19.934,19.914,20.939,21.061,23.409,21.342,23.481,21.032,23.303,21.584,22.741,2.309,2.184,2.086,2.13,2.155,2.098,2.043,1.805,1.99,1.831,1.884,1.949,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0,58553.0
